Publication_Day,Publication_Month,Publication_Year,DOI,Primary_Topic_Field,Primary_Topic_Subfield,Corresponding_Author_Country,First_Author_Country,Data_Section_Text_Generated,Data_Generated,Data_Shared,Data_Location,DA_data,Accessions,URL_data,Repositories_data,Data_DOIs,Preprint_Match,Preprint_DOI,Preprint_Day,Preprint_Month,Preprint_Year,Preprint_URL,Preprint_Server,Code_Section_Text_Generated,Code_Generated,Code_Shared,Code_Location,Protocol_Shared,n_protocols,Protocol_Location,Protocol_Source,Protocol_URL,has_common_authors,Registration_Shared,Registries,Registration_Number,Registration,Mention_Number,Registration_Section_Reported,Registration_Detected_As,Quarter,source,Discipiline,combined_id,author_position,is_corresponding,publication_year,funders,nserc_top_year_5yr,nserc_top_award_5yr,nserc_top_z_5yr,nserc_top_year_all,n_awards_nserc,nserc_top_award_all,nserc_top_z_all
5,12,2019,10.1371/journal.pone.0225548,Psychology,Social Psychology,Canada,Canada,Method,TRUE,FALSE,NA,"The data that support the findings of this study are available on request from the corresponding author (Neufeld.Maria@gmail.com), or from the principal investigator (jtrehm@gmail.com) of the study. The data are not publicly available due to ethical restrictions, i.e., data contains information that could compromise the privacy of the research participants, and research participants did not consent to have their individual data publicly shared. In order to comply with the provisions of the study’s consent form (including the privacy/confidentiality provisions), as well as the existing institutional requirements of the Centre for Addiction and Mental Health (CAMH), we cannot share a de-identified data set to replicate our study findings. We have consulted the CAMH Research Ethics Board that has evaluated and granted approval for the study on the issue and can provide you with a written letter confirming this strict data sharing policy. Any additional requests can be made to Research Ethics Coordinator (leanne.bekeris@camh.ca) of the CAMH Research Ethics Board.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q4,PLOS,NA,cayley_russell_centreforaddictionandmentalhealth,first,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
2,7,2020,10.1371/journal.pmed.1003152,Medicine,Orthopedics and Sports Medicine,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant summary-level data are within the manuscript and its Supporting Information files. All other relevant underlying individual-level data will be returned to UK Biobank in accordance with the signed Material Transfer Agreement. UK Biobank will then make this individual-level data available researchers in accordance with their data access policies. UK Biobank can be contacted by email at access@ukbiobank.ac.uk.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Method,Supplementary",TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2020 Q3,PLOS,NA,david_evans_theuniversityofqueensland,middle,TRUE,2020,,NA,NA,NA,NA,NA,NA,NA
2,9,2022,10.1371/journal.pone.0267018,Psychology,Clinical Psychology,Canada,Canada,Method,TRUE,FALSE,NA,Data supporting this study are not publicly available because participants did not consent to data sharing and deposit. Please contact Psychology Research Data at psychresearchdata@ryerson.ca to request for access to the data for the current study.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q3,PLOS,NA,olivia_magwood_universityofottawa,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
21,12,2018,10.1371/journal.pone.0209770,Medicine,Critical Care and Intensive Care Medicine,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q4,PLOS,NA,karyn_brunet_universityoftoronto,middle,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
30,4,2024,10.1371/journal.pbio.3002605,"Biochemistry, Genetics and Molecular Biology",Genetics,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","Raw reads of scRNA-seq are available on the Sequenced Read Archive under BioProject PRJNA907067. Key intermediate files including scRNA-seq mapping, orthology calls, bulk RNA-seq read counts, and ChIP-seq peaks have been deposited on to Dryad. (https://doi.org/10.6078/D1DH7T). Analyses can be reproduced from S1 Data, which includes all necessary files and R codes to generate the figures and underlying data.",PRJNA907067,https://doi.org/10.6078/D1DH7T,NCBI Bioproject,10.6078/D1DH7T,TRUE,10.1101/2022.12.07.519494,7,12,2022,http://biorxiv.org/lookup/doi/10.1101/2022.12.07.519494,bioRxiv,"DA,Method,Supplementary",TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q2,PLOS,NA,doris_bachtrog_universityofcaliforniaberkeley,last,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
8,8,2018,10.1371/journal.pone.0200491,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information",All relevant data are within the paper and its Supporting Information files. All sequence reads are available at the following URLs: (https://www.ncbi.nlm.nih.gov/sra/?term=SRP145159) (https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP145159). Plastid and mitochondrial genome data are available under the genbank accession numbers MH577299 and MH577300.,SRP145159,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP145159, https://www.ncbi.nlm.nih.gov/sra/?term=SRP145159",NCBI Sequence Read Archive,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q3,PLOS,NA,karen_renzaglia_southernillinoisuniversitycarbondale,middle,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
3,5,2024,10.1371/journal.pone.0302655,Decision Sciences,"Statistics, Probability and Uncertainty",Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information",All relevant data are included in this manuscript or posted on Open Science Framework: https://doi.org/10.17605/OSF.IO/S7G6P.,NA,https://doi.org/10.17605/OSF.IO/S7G6P,Open Science Framework,10.17605/OSF.IO/S7G6P,TRUE,10.1101/2023.12.07.23299670,9,12,2023,http://medrxiv.org/lookup/doi/10.1101/2023.12.07.23299670,medRxiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q2,PLOS,NA,brenda_lin_robertboschgermany,middle,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
7,2,2025,10.2196/64069,Medicine,"Public Health, Environmental and Occupational Health",Canada,China,Method,TRUE,FALSE,NA,data availability the datasets generated during and/or analyzed during this study are available from the corresponding author on reasonable request.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q1,Comparator,NA,lehana_thabane_stjosephshealthcarehamilton,middle,FALSE,2025,,NA,NA,NA,NA,NA,NA,NA
30,8,2023,10.1371/journal.pgph.0001914,Social Sciences,Health,Canada,Canada,Method,TRUE,TRUE,Online,"The Cedar Project (Cedar) cohort study data is protected and governed by the Cedar Project Partnership (the Partnership), an independent body of Indigenous Elders, leaders, and public health and social services experts. The Partnership considers the data to be not just numbers, but the voices and lived experiences of their young people, their relations. The Partnership ensures that Cedar researchers meet ethical standards set by the University of British Columbia Research Ethics Board and the Tri-Council Policy Statement for Ethical Research Involving Humans, with a special focus on Section 9 pertaining to Indigenous peoples in Canada https://ethics.gc.ca/eng/documents/tcps2-2018-en-interactive-final.pdf. As well, Cedar research follows the principles of Ownership, Control, Access, and Possession (OCAP®) https://fnigc.ca/. Under our Research Agreement with the Partnership, we are not permitted to share or distribute Cedar data publicly and only Cedar researchers who have signed confidentiality agreements and been assigned a research mentor are permitted to work with Cedar data. All research questions, analyses, and outputs are strictly vetted via the Partnership. For these reasons, open access to Cedar data is not possible. Data access queries may be directed to Patricia Spittal (patricia.spittal@ubc.ca) or Lou Demerais, Chair of the Cedar Project Partnership (loudemerais946@gmail.com).",NA,"https://ethics.gc.ca/eng/documents/tcps2-2018-en-interactive-final.pdf, https://fnigc.ca/",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q3,PLOS,NA,patricia_spittal_universityofbritishcolumbia,last,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
15,1,2025,10.1371/journal.pone.0312873,Medicine,Epidemiology,Canada,Canada,Method,TRUE,TRUE,Online,Data are available from the Canadian Longitudinal Study on Aging (www.clsa-elcv.ca) for researchers who meet the criteria for access to de-identified CLSA data. Data are available from the Canadian Primary Care Sentinel Surveillance Network (https://cpcssn.ca/) for researchers who meet the criteria for access to de-identified CPCSSN data.,NA,"www.clsa-elcv.ca, https://cpcssn.ca/",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q1,PLOS,NA,saverio_stranges_universityofwesternontario,middle,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
30,8,2019,10.1371/journal.pgen.1008344,Medicine,Oncology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Method,Supplementary",TRUE,TRUE,Supplementary Information,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q3,PLOS,NA,fei_chen_johnshopkinsuniversity,middle,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
24,6,2024,10.1371/journal.pgph.0003332,Health Professions,General Health Professions,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the paper.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q2,PLOS,NA,andrew_bond_mcmasteruniversity,middle,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
16,2,2024,10.1371/journal.pmed.1004348,Social Sciences,Health,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","The source data used in this study were originally collected during the routine administration of health and social services in Manitoba, and were provided to the Manitoba Centre for Health Policy (MCHP) for secondary use in research under specific data sharing agreements between the data trustees and MCHP. The data are approved for use at MCHP only. They are not owned by the researchers or by MCHP and cannot be deposited in a public repository. To review source data specific to this article or project, interested parties should contact the MCHP Repository Access & Use team at MCHP.Access@umanitoba.ca. The team will then facilitate data access by seeking the consent of the original data holders and the required privacy and ethics review bodies on behalf of the party requesting access. Research studies using First Nations data require ethics approval from the Health Information Research Governance Committee at the First Nations Health and Social Secretariat of Manitoba (https://www.fnhssm.com/hirgc), and we comply with their policies for data access, linkage and sharing. For inquiries about accessing Manitoba First Nations data, please contact info@fnhssm.com.",NA,https://www.fnhssm.com/hirgc,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q1,PLOS,NA,sarah_fileatreault_manitobahealth,middle,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
22,10,2025,10.1371/journal.pone.0334949,Social Sciences,Health,Canada,Canada,Method,TRUE,FALSE,NA,"Data generated or analyzed during this study are not available due to the nature of this research as ethical approval and participant permission to share data was not obtained. The data are owned in part by Indigenous community members outside of the research team and institution. Due to the Indigenous community approach of this project, potentially identifying and sensitive information shared in conversations, ethics approval and participant consent to share data outside of the research team was not obtained. Requests for data should be made to the General Ethics Board at Queen’s University researchethics@queensu.ca.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2025 Q4,PLOS,NA,treena_delormier_mcgilluniversity,last,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
1,10,2020,10.1371/journal.pcbi.1008174,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Canada,Canada,Fulltext,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,TRUE,10.1101/2020.02.02.919944,3,2,2020,http://biorxiv.org/lookup/doi/10.1101/2020.02.02.919944,bioRxiv,Fulltext,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2020 Q4,PLOS,NA,ryan_mclaughlin_universityofbritishcolumbia,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
3,12,2020,10.1371/journal.pcbi.1008274,Mathematics,Modeling and Simulation,Canada,Canada,Method,TRUE,TRUE,Online,Data and reproducible analysis with all code and documentation are available at https://github.com/carolinecolijn/distancing-impact-covid19.,NA,https://github.com/carolinecolijn/distancing-impact-covid19,Github,NA,TRUE,10.1101/2020.04.17.20070086,22,4,2020,http://medrxiv.org/lookup/doi/10.1101/2020.04.17.20070086,medRxiv,"DA,Method",TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2020 Q4,PLOS,NA,naveed_janjua_universityofbritishcolumbia,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
10,8,2022,10.1371/journal.pone.0272144,Earth and Planetary Sciences,Paleontology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information file.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,Yes,1,Journal,Cold Spring Harbor Protocols,10.1101/pdb.prot5448,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2022 Q3,PLOS,NA,vaughan_grimes_memorialuniversityofnewfoundland,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
23,5,2024,10.1371/journal.pone.0302816,Social Sciences,Health,Canada,Canada,Method,TRUE,FALSE,NA,"Data cannot be shared publicly because there may be some identifiable phrases in the talking circle data. Data are available from the University of Toronto Research Ethics Committee (contact Office of Research Ethics, University of Toronto, McMurrich Building, 2nd floor, 12 Queen’s Park Crescent West, Toronto, ON M5S 1S8 416-946-3273, ethics.review@utoronto.ca) for researchers who meet the criteria for access to confidential data.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q2,PLOS,NA,heather_ross_tedrogerscentreforheartresearch,middle,FALSE,2024,,NA,NA,NA,NA,NA,NA,NA
25,1,2023,10.1371/journal.pone.0266287,Veterinary,Small Animals,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the paper.,NA,NA,NA,NA,TRUE,10.1101/2022.03.18.484936,18,3,2022,http://biorxiv.org/lookup/doi/10.1101/2022.03.18.484936,bioRxiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,anna_bradtmueller_mcgilluniversity,middle,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
14,9,2018,10.1371/journal.pcbi.1006376,Medicine,Psychiatry and Mental health,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information",The data used in this work are from public datasets: ADNI (http://adni.loni.usc.edu/) and AIBL (http://adni.loni.usc.edu/category/aibl-study-data/). The access to these datasets is managed through secure LONI image and data archive (https://ida.loni.usc.edu/login.jsp) and contingent on adherence to the ADNI data use agreement and the publications’ policies. To apply for the access to data please visit: http://adni.loni.usc.edu/data-samples/access-data/. The list of subjects used from each of these datasets is provided in the supplementary materials.,NA,"http://adni.loni.usc.edu/category/aibl-study-data/, http://adni.loni.usc.edu/, https://ida.loni.usc.edu/login.jsp, http://adni.loni.usc.edu/data-samples/access-data/",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q3,PLOS,NA,nikhil_bhagwat_mcgilluniversity,first,TRUE,2018,,NA,NA,NA,NA,NA,NA,NA
21,12,2023,10.1371/journal.pone.0296240,Medicine,"Pediatrics, Perinatology and Child Health",Canada,Canada,Method,TRUE,FALSE,NA,"All relevant data are presented in the paper. Specific data cannot be shared publicly based on the Personal Health Information and Protection Act. Data are available from the Niagara Health System Clinical Decision Unit/Ethics Committee for researchers who meet the criteria for accessing confidential data. The data can be obtained from Elaina Orlando, PhD, MPH (Research Ethics Office Manager at Niagara Health, elaina.orlando@niagarahealth.on.ca).",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q4,PLOS,NA,jhanahan_sriranjan_mcmasteruniversity,middle,FALSE,2023,,NA,NA,NA,NA,NA,NA,NA
22,2,2021,10.1371/journal.pcbi.1008630,"Biochemistry, Genetics and Molecular Biology",Biophysics,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","All 3D microscopy data sets generated in this study were deposited to the Open Microscopy Image Data Resource repository (http://idr.openmicroscopy.org) under accession number idr0105. The entire multicolor 3D confocal data set for the BH3 mimetics experiments (underlying Figs 3, 4, Fig A in S1 Text) is 2.74 TB in size and consists of 437400 single plane images (IDR “screen A”). The excitotoxicity data set (underlying Fig C in S1 Text) is 83 GB in size and consists of 33075 single plane images (IDR “screenB'). The MCF10A organoid data set (underlying Figs 5, 6, Figs D-F in S1 Text) is 15 GB in size and consists of 99786 single plane images (IDR “screenC'). Test image data sets with an excerpt of the neuron and organoid data that will allow quick evaluation of the core features of Phindr3D were deposited to the open science platform Zenodo (https://zenodo.org; neuron data: DOI 10.5281/zenodo.4064148 [https://dx.doi.org/10.5281/zenodo.4064148]; MCF10 organoid data: DOI 10.5281/zenodo.4384912 [https://dx.doi.org/10.5281/zenodo.4384912]). Numerical data for the figure panels were deposited to Zenodo (https://zenodo.org; DOI: 10.5281/zenodo.4385040 [https://dx.doi.org/10.5281/zenodo.4385040]) Images for Fig 2 and feature data for Fig 2B were provided by PerkinElmer, Hamburg, Germany, and used with permission; detailed description of the data can be found in the methods section and the original image data can be requested from alexander.schreiner@perkinelmer.com. Code availability: The Phindr3D method is available as Matlab 2017b code and as a compiled stand-alone executable software for Windows. It has been tested on 64-bit versions of Windows 7, Windows 10 and (virtual) Windows Server 2016. When running from Matlab, Phindr3D requires “Image Processing and Statistics” and “Machine Learning” toolboxes to be installed. The software and code is freely available for non-commercial use and is released under the GNU General Public License Version 3. It is accessible on GitHub (https://github.com/DWALab/Phindr3D).",NA,"https://dx.doi.org/10.5281/zenodo.4384912, https://dx.doi.org/10.5281/zenodo.4064148, http://idr.openmicroscopy.org, https://github.com/DWALab/Phindr3D, https://dx.doi.org/10.5281/zenodo.4385040, https://zenodo.org","Github, Zenodo","10.5281/zenodo.4385040, 10.5281/zenodo.4064148, 10.5281/zenodo.4384912",FALSE,NA,NA,NA,NA,NA,NA,"DA,Method,Supplementary",TRUE,TRUE,Online,Yes,1,Journal,Nature Protocols,10.1038/nprot.2009.143,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2021 Q1,PLOS,NA,philipp_mergenthaler_universityoftoronto,first,TRUE,2021,,NA,NA,NA,NA,NA,NA,NA
